publication,chapter,gram_id,vessel_name,topic_type,sequence,topic_filename,display_text,link_href,glc_path,time_end,freq_end,png_path,wav_treatment,warnings
progress-final-assessment,,Gram 29,"Imperial-class contact bearing 080, codename Gandalf",glc,1,gram_29.dita,Lofar 1,Instructor Progress Final Assessment Grams Files/Gram 29/Lofar 1 Loop 2.glc,Instructor Progress Final Assessment Grams/Instructor Progress Final Assessment Grams Files/Gram 29/Lofar 1 Loop 2.glc,180,400,Instructor Progress Final Assessment Grams/Instructor Progress Final Assessment Grams Files/Gram 29/Lofar 1 Loop 2.wav,,
progress-final-assessment,,Gram 29,"Imperial-class contact bearing 080, codename Gandalf",analysis,1,gram_29.dita,,,,,,Instructor Progress Final Assessment Grams/Instructor Progress Final Assessment Grams Files/Gram 29/Analysis Sheet.docx,,
progress-final-assessment,,Gram 30,"Excelsior contact bearing 009, codename Cardassia",glc,1,gram_30.dita,Lofar 1,Instructor Progress Final Assessment Grams Files/Gram 30/Lofar 1_b.glc,Instructor Progress Final Assessment Grams/Instructor Progress Final Assessment Grams Files/Gram 30/Lofar 1_b.glc,180,100,Instructor Progress Final Assessment Grams/Instructor Progress Final Assessment Grams Files/Gram 30/Lofar 1_b.png,,
progress-final-assessment,,Gram 30,"Excelsior contact bearing 009, codename Cardassia",analysis,1,gram_30.dita,,,,,,Instructor Progress Final Assessment Grams/Instructor Progress Final Assessment Grams Files/Gram 30/Analysis Sheet.docx,,
progress-final-assessment,,Gram 31,"FR Rebel One, Category 1, Endor",glc,1,gram_31.dita,Lofar 1,Instructor Progress Final Assessment Grams Files/Gram 31/Lofar 1 Loop 1.glc,Instructor Progress Final Assessment Grams/Instructor Progress Final Assessment Grams Files/Gram 31/Lofar 1 Loop 1.glc,240,100,Instructor Progress Final Assessment Grams/Instructor Progress Final Assessment Grams Files/Gram 31/Lofar 1 Loop 1.wav,,
progress-final-assessment,,Gram 31,"FR Rebel One, Category 1, Endor",glc,2,gram_31.dita,Lofar 2,Instructor Progress Final Assessment Grams Files/Gram 31/Lofar 2_b.glc,Instructor Progress Final Assessment Grams/Instructor Progress Final Assessment Grams Files/Gram 31/Lofar 2_b.glc,180,100,Instructor Progress Final Assessment Grams/Instructor Progress Final Assessment Grams Files/Gram 31/Lofar 2_b.png,,
progress-final-assessment,,Gram 31,"FR Rebel One, Category 1, Endor",glc,3,gram_31.dita,Lofar 3,Instructor Progress Final Assessment Grams Files/Gram 31/Lofar 3 I.glc,Instructor Progress Final Assessment Grams/Instructor Progress Final Assessment Grams Files/Gram 31/Lofar 3 I.glc,240,100,Instructor Progress Final Assessment Grams/Instructor Progress Final Assessment Grams Files/Gram 31/Lofar 3 I.png,,
progress-final-assessment,,Gram 31,"FR Rebel One, Category 1, Endor",glc,4,gram_31.dita,Lofar 4,Instructor Progress Final Assessment Grams Files/Gram 31/Lofar 4.glc,Instructor Progress Final Assessment Grams/Instructor Progress Final Assessment Grams Files/Gram 31/Lofar 4.glc,360,100,Instructor Progress Final Assessment Grams/Instructor Progress Final Assessment Grams Files/Gram 31/Lofar 4.png,,
progress-final-assessment,,Gram 31,"FR Rebel One, Category 1, Endor",analysis,1,gram_31.dita,,,,,,Instructor Progress Final Assessment Grams/Instructor Progress Final Assessment Grams Files/Gram 31/Analysis.png,,
progress-final-assessment,,Gram 33,"FR Galaxy-class, Category 2, Mustafar",glc,1,gram_33.dita,Lofar 1,Instructor Progress Final Assessment Grams Files/Gram 33/Lofar 1 Loop 1.glc,Instructor Progress Final Assessment Grams/Instructor Progress Final Assessment Grams Files/Gram 33/Lofar 1 Loop 1.glc,271,100,Instructor Progress Final Assessment Grams/Instructor Progress Final Assessment Grams Files/Gram 33/Lofar 1 Loop 1.png,,
progress-final-assessment,,Gram 33,"FR Galaxy-class, Category 2, Mustafar",glc,2,gram_33.dita,Lofar 2,Instructor Progress Final Assessment Grams Files/Gram 33/Lofar 2_b.glc,Instructor Progress Final Assessment Grams/Instructor Progress Final Assessment Grams Files/Gram 33/Lofar 2_b.glc,271,100,Instructor Progress Final Assessment Grams/Instructor Progress Final Assessment Grams Files/Gram 33/Lofar 2_b.png,,
progress-final-assessment,,Gram 33,"FR Galaxy-class, Category 2, Mustafar",glc,3,gram_33.dita,Lofar 3,Instructor Progress Final Assessment Grams Files/Gram 33/Lofar 3 I.glc,Instructor Progress Final Assessment Grams/Instructor Progress Final Assessment Grams Files/Gram 33/Lofar 3 I.glc,300,800,Instructor Progress Final Assessment Grams/Instructor Progress Final Assessment Grams Files/Gram 33/Lofar 3 I.png,,
progress-final-assessment,,Gram 33,"FR Galaxy-class, Category 2, Mustafar",analysis,1,gram_33.dita,,,,,,Instructor Progress Final Assessment Grams/Instructor Progress Final Assessment Grams Files/Gram 33/Analysis.png,,
progress-final-assessment,,Gram 34,"Reliant contact bearing 192, codename Romulus",glc,1,gram_34.dita,Lofar 1,Instructor Progress Final Assessment Grams Files/Gram 34/Lofar 1 ABC.glc,Instructor Progress Final Assessment Grams/Instructor Progress Final Assessment Grams Files/Gram 34/Lofar 1 ABC.glc,240,100,Instructor Progress Final Assessment Grams/Instructor Progress Final Assessment Grams Files/Gram 34/Lofar 1 ABC.png,,
progress-final-assessment,,Gram 34,"Reliant contact bearing 192, codename Romulus",glc,2,gram_34.dita,Lofar 2,Instructor Progress Final Assessment Grams Files/Gram 34/Lofar 2 Loop 2.glc,Instructor Progress Final Assessment Grams/Instructor Progress Final Assessment Grams Files/Gram 34/Lofar 2 Loop 2.glc,240,400,Instructor Progress Final Assessment Grams/Instructor Progress Final Assessment Grams Files/Gram 34/Lofar 2 Loop 2.png,,
progress-final-assessment,,Gram 34,"Reliant contact bearing 192, codename Romulus",glc,3,gram_34.dita,Lofar 3,Instructor Progress Final Assessment Grams Files/Gram 34/Lofar 3 Loop 1.glc,Instructor Progress Final Assessment Grams/Instructor Progress Final Assessment Grams Files/Gram 34/Lofar 3 Loop 1.glc,180,200,Instructor Progress Final Assessment Grams/Instructor Progress Final Assessment Grams Files/Gram 34/Lofar 3 Loop 1.png,,
progress-final-assessment,,Gram 34,"Reliant contact bearing 192, codename Romulus",analysis,1,gram_34.dita,,,,,,Instructor Progress Final Assessment Grams/Instructor Progress Final Assessment Grams Files/Gram 34/Analysis Sheet.docx,,
progress-final-assessment,,Gram 35,"FR Imperial-class, Category 2, Bajor",glc,1,gram_35.dita,Lofar 1,Instructor Progress Final Assessment Grams Files/Gram 35/Lofar 1.glc,Instructor Progress Final Assessment Grams/Instructor Progress Final Assessment Grams Files/Gram 35/Lofar 1.glc,180,400,Instructor Progress Final Assessment Grams/Instructor Progress Final Assessment Grams Files/Gram 35/Lofar 1.png,,
progress-final-assessment,,Gram 35,"FR Imperial-class, Category 2, Bajor",glc,2,gram_35.dita,Lofar 2,Instructor Progress Final Assessment Grams Files/Gram 35/Lofar 2_b.glc,Instructor Progress Final Assessment Grams/Instructor Progress Final Assessment Grams Files/Gram 35/Lofar 2_b.glc,180,200,Instructor Progress Final Assessment Grams/Instructor Progress Final Assessment Grams Files/Gram 35/Lofar 2_b.png,,
progress-final-assessment,,Gram 35,"FR Imperial-class, Category 2, Bajor",glc,3,gram_35.dita,Lofar 3,Instructor Progress Final Assessment Grams Files/Gram 35/Lofar 3 ABC.glc,Instructor Progress Final Assessment Grams/Instructor Progress Final Assessment Grams Files/Gram 35/Lofar 3 ABC.glc,180,800,Instructor Progress Final Assessment Grams/Instructor Progress Final Assessment Grams Files/Gram 35/Lofar 3 ABC.png,,
progress-final-assessment,,Gram 35,"FR Imperial-class, Category 2, Bajor",glc,4,gram_35.dita,Lofar 4,Instructor Progress Final Assessment Grams Files/Gram 35/Lofar 4 Loop 2.glc,Instructor Progress Final Assessment Grams/Instructor Progress Final Assessment Grams Files/Gram 35/Lofar 4 Loop 2.glc,360,100,Instructor Progress Final Assessment Grams/Instructor Progress Final Assessment Grams Files/Gram 35/Lofar 4 Loop 2.png,,
progress-final-assessment,,Gram 35,"FR Imperial-class, Category 2, Bajor",analysis,1,gram_35.dita,,,,,,Instructor Progress Final Assessment Grams/Instructor Progress Final Assessment Grams Files/Gram 35/Analysis Sheet.docx,,
progress-final-assessment,,Gram 36,"FR Venator-class, Category 4, Defiant",glc,1,gram_36.dita,Lofar 1,Instructor Progress Final Assessment Grams Files/Gram 36/Lofar 1 ABC.glc,Instructor Progress Final Assessment Grams/Instructor Progress Final Assessment Grams Files/Gram 36/Lofar 1 ABC.glc,180,100,Instructor Progress Final Assessment Grams/Instructor Progress Final Assessment Grams Files/Gram 36/Lofar 1 ABC.wav,,
progress-final-assessment,,Gram 36,"FR Venator-class, Category 4, Defiant",analysis,1,gram_36.dita,,,,,,Instructor Progress Final Assessment Grams/Instructor Progress Final Assessment Grams Files/Gram 36/Analysis Sheet.docx,,
progress-final-assessment,,Gram 37,"FR Devastator, Category 2, Tatooine",glc,1,gram_37.dita,Lofar 1,Instructor Progress Final Assessment Grams Files/Gram 37/Lofar 1_b.glc,Instructor Progress Final Assessment Grams/Instructor Progress Final Assessment Grams Files/Gram 37/Lofar 1_b.glc,240,400,Instructor Progress Final Assessment Grams/Instructor Progress Final Assessment Grams Files/Gram 37/Lofar 1_b.png,,
progress-final-assessment,,Gram 37,"FR Devastator, Category 2, Tatooine",analysis,1,gram_37.dita,,,,,,Instructor Progress Final Assessment Grams/Instructor Progress Final Assessment Grams Files/Gram 37/Analysis Sheet.docx,,
progress-final-assessment,,Gram 38,"FR Outrider, Category 3, Coruscant",glc,1,gram_38.dita,Lofar 1,Instructor Progress Final Assessment Grams Files/Gram 38/Lofar 1 Loop 1.glc,Instructor Progress Final Assessment Grams/Instructor Progress Final Assessment Grams Files/Gram 38/Lofar 1 Loop 1.glc,240,800,Instructor Progress Final Assessment Grams/Instructor Progress Final Assessment Grams Files/Gram 38/Lofar 1 Loop 1.png,,
progress-final-assessment,,Gram 38,"FR Outrider, Category 3, Coruscant",analysis,1,gram_38.dita,,,,,,Instructor Progress Final Assessment Grams/Instructor Progress Final Assessment Grams Files/Gram 38/Analysis Sheet.docx,,
progress-final-assessment,,Gram 39,"Galaxy-class contact bearing 083, codename Betazed",glc,1,gram_39.dita,Lofar 1,Instructor Progress Final Assessment Grams Files/Gram 39/Lofar 1 Loop 2.glc,Instructor Progress Final Assessment Grams/Instructor Progress Final Assessment Grams Files/Gram 39/Lofar 1 Loop 2.glc,240,800,Instructor Progress Final Assessment Grams/Instructor Progress Final Assessment Grams Files/Gram 39/Lofar 1 Loop 2.png,,
progress-final-assessment,,Gram 39,"Galaxy-class contact bearing 083, codename Betazed",glc,2,gram_39.dita,Lofar 2,Instructor Progress Final Assessment Grams Files/Gram 39/Lofar 2 I.glc,Instructor Progress Final Assessment Grams/Instructor Progress Final Assessment Grams Files/Gram 39/Lofar 2 I.glc,271,200,Instructor Progress Final Assessment Grams/Instructor Progress Final Assessment Grams Files/Gram 39/Lofar 2 I.png,,
progress-final-assessment,,Gram 39,"Galaxy-class contact bearing 083, codename Betazed",glc,3,gram_39.dita,Lofar 3,Instructor Progress Final Assessment Grams Files/Gram 39/Lofar 3 Loop 2.glc,Instructor Progress Final Assessment Grams/Instructor Progress Final Assessment Grams Files/Gram 39/Lofar 3 Loop 2.glc,300,400,Instructor Progress Final Assessment Grams/Instructor Progress Final Assessment Grams Files/Gram 39/Lofar 3 Loop 2.png,,
progress-final-assessment,,Gram 39,"Galaxy-class contact bearing 083, codename Betazed",analysis,1,gram_39.dita,,,,,,Instructor Progress Final Assessment Grams/Instructor Progress Final Assessment Grams Files/Gram 39/Analysis.png,,
progress-final-assessment,,Gram 40,"FR Corellian Corvette, Category 1, Tantive",glc,1,gram_40.dita,Lofar 1,Instructor Progress Final Assessment Grams Files/Gram 40/Lofar 1_a.glc,Instructor Progress Final Assessment Grams/Instructor Progress Final Assessment Grams Files/Gram 40/Lofar 1_a.glc,240,100,Instructor Progress Final Assessment Grams/Instructor Progress Final Assessment Grams Files/Gram 40/Lofar 1_a.png,,
progress-final-assessment,,Gram 40,"FR Corellian Corvette, Category 1, Tantive",analysis,1,gram_40.dita,,,,,,Instructor Progress Final Assessment Grams/Instructor Progress Final Assessment Grams Files/Gram 40/Analysis.png,,
progress-final-assessment,,Gram 41,"FR Millennium Falcon, Category 1, Gandalf",glc,1,gram_41.dita,Lofar 1,Instructor Progress Final Assessment Grams Files/Gram 41/Lofar 1 I.glc,Instructor Progress Final Assessment Grams/Instructor Progress Final Assessment Grams Files/Gram 41/Lofar 1 I.glc,271,100,Instructor Progress Final Assessment Grams/Instructor Progress Final Assessment Grams Files/Gram 41/Lofar 1 I.png,,
progress-final-assessment,,Gram 41,"FR Millennium Falcon, Category 1, Gandalf",glc,2,gram_41.dita,Lofar 2,Instructor Progress Final Assessment Grams Files/Gram 41/Lofar 2_b.glc,Instructor Progress Final Assessment Grams/Instructor Progress Final Assessment Grams Files/Gram 41/Lofar 2_b.glc,271,200,Instructor Progress Final Assessment Grams/Instructor Progress Final Assessment Grams Files/Gram 41/Lofar 2_b.wav,,
progress-final-assessment,,Gram 41,"FR Millennium Falcon, Category 1, Gandalf",analysis,1,gram_41.dita,,,,,,Instructor Progress Final Assessment Grams/Instructor Progress Final Assessment Grams Files/Gram 41/Analysis.png,,
progress-final-assessment,,Gram 42,"FR Venator-class, Category 2, Yavin",glc,1,gram_42.dita,Lofar 1,Instructor Progress Final Assessment Grams Files/Gram 42/Lofar 1.glc,Instructor Progress Final Assessment Grams/Instructor Progress Final Assessment Grams Files/Gram 42/Lofar 1.glc,360,800,Instructor Progress Final Assessment Grams/Instructor Progress Final Assessment Grams Files/Gram 42/Lofar 1.wav,,
progress-final-assessment,,Gram 42,"FR Venator-class, Category 2, Yavin",glc,2,gram_42.dita,Lofar 2,Instructor Progress Final Assessment Grams Files/Gram 42/Lofar 2 Loop 2.glc,Instructor Progress Final Assessment Grams/Instructor Progress Final Assessment Grams Files/Gram 42/Lofar 2 Loop 2.glc,180,100,Instructor Progress Final Assessment Grams/Instructor Progress Final Assessment Grams Files/Gram 42/Lofar 2 Loop 2.png,,
progress-final-assessment,,Gram 42,"FR Venator-class, Category 2, Yavin",analysis,1,gram_42.dita,,,,,,Instructor Progress Final Assessment Grams/Instructor Progress Final Assessment Grams Files/Gram 42/Analysis.png,,
progress-final-assessment,,Gram 43,"FR Excelsior, Category 4, Vulcan",glc,1,gram_43.dita,Lofar 1,Instructor Progress Final Assessment Grams Files/Gram 43/Lofar 1 ABC.glc,Instructor Progress Final Assessment Grams/Instructor Progress Final Assessment Grams Files/Gram 43/Lofar 1 ABC.glc,300,200,Instructor Progress Final Assessment Grams/Instructor Progress Final Assessment Grams Files/Gram 43/Lofar 1 ABC.png,,
progress-final-assessment,,Gram 43,"FR Excelsior, Category 4, Vulcan",glc,2,gram_43.dita,Lofar 2,Instructor Progress Final Assessment Grams Files/Gram 43/Lofar 2_a.glc,Instructor Progress Final Assessment Grams/Instructor Progress Final Assessment Grams Files/Gram 43/Lofar 2_a.glc,300,100,Instructor Progress Final Assessment Grams/Instructor Progress Final Assessment Grams Files/Gram 43/Lofar 2_a.png,,
progress-final-assessment,,Gram 43,"FR Excelsior, Category 4, Vulcan",glc,3,gram_43.dita,Lofar 3,Instructor Progress Final Assessment Grams Files/Gram 43/Lofar 3.glc,Instructor Progress Final Assessment Grams/Instructor Progress Final Assessment Grams Files/Gram 43/Lofar 3.glc,300,200,Instructor Progress Final Assessment Grams/Instructor Progress Final Assessment Grams Files/Gram 43/Lofar 3.png,,
progress-final-assessment,,Gram 43,"FR Excelsior, Category 4, Vulcan",glc,4,gram_43.dita,Lofar 4,Instructor Progress Final Assessment Grams Files/Gram 43/Lofar 4 Loop 2.glc,Instructor Progress Final Assessment Grams/Instructor Progress Final Assessment Grams Files/Gram 43/Lofar 4 Loop 2.glc,240,400,Instructor Progress Final Assessment Grams/Instructor Progress Final Assessment Grams Files/Gram 43/Lofar 4 Loop 2.wav,,
progress-final-assessment,,Gram 43,"FR Excelsior, Category 4, Vulcan",analysis,1,gram_43.dita,,,,,,Instructor Progress Final Assessment Grams/Instructor Progress Final Assessment Grams Files/Gram 43/Analysis.png,,
progress-final-assessment,,Gram 44,"B-wing contact bearing 024, codename Hoth",glc,1,gram_44.dita,Lofar 1,Instructor Progress Final Assessment Grams Files/Gram 44/Lofar 1.glc,Instructor Progress Final Assessment Grams/Instructor Progress Final Assessment Grams Files/Gram 44/Lofar 1.glc,360,400,Instructor Progress Final Assessment Grams/Instructor Progress Final Assessment Grams Files/Gram 44/Lofar 1.png,,
progress-final-assessment,,Gram 44,"B-wing contact bearing 024, codename Hoth",glc,2,gram_44.dita,Lofar 2,Instructor Progress Final Assessment Grams Files/Gram 44/Lofar 2_a.glc,Instructor Progress Final Assessment Grams/Instructor Progress Final Assessment Grams Files/Gram 44/Lofar 2_a.glc,360,200,Instructor Progress Final Assessment Grams/Instructor Progress Final Assessment Grams Files/Gram 44/Lofar 2_a.wav,,
progress-final-assessment,,Gram 44,"B-wing contact bearing 024, codename Hoth",glc,3,gram_44.dita,Lofar 3,Instructor Progress Final Assessment Grams Files/Gram 44/Lofar 3_b.glc,Instructor Progress Final Assessment Grams/Instructor Progress Final Assessment Grams Files/Gram 44/Lofar 3_b.glc,271,400,Instructor Progress Final Assessment Grams/Instructor Progress Final Assessment Grams Files/Gram 44/Lofar 3_b.wav,,
